0.00000, 3.58974
0.00000, 6.92308
0.51724, 6.92308
0.51724, 6.66667
0.00000, 9.23077
1.03448, 5.12821
1.46552, 4.61538
2.06897, 4.87179
3.01724, 6.66667
3.01724, 7.43590
0.51724, 12.82051
2.06897, 12.30769
5.00000, 3.33333
5.00000, 4.61538
5.00000, 6.92308
4.05172, 8.97436
4.05172, 11.02564
4.05172, 12.56410
4.05172, 15.38462
3.01724, 16.15385
1.55172, 16.41026
1.03448, 15.89744
0.00000, 17.17949
1.03448, 19.48718
1.03448, 21.28205
0.51724, 23.33333
3.01724, 20.00000
3.01724, 25.64103
1.46552, 26.66667
1.03448, 28.97436
0.51724, 33.07692
1.46552, 34.35897
1.55172, 34.61538
1.98276, 41.53846
2.06897, 48.97436
1.98276, 62.56410
4.05172, 40.76923
5.00000, 33.58974
5.00000, 24.87179
8.01724, 17.69231
8.01724, 19.74359
8.01724, 7.69231
8.01724, 7.17949
8.01724, 5.64103
11.03448, 3.84615
11.03448, 4.35897
11.03448, 7.17949
11.03448, 7.69231
13.96552, 11.53846
13.96552, 7.94872
13.96552, 5.12821
13.96552, 4.61538
13.96552, 4.10256
21.98276, 25.64103
21.98276, 13.07692
21.98276, 1.53846
