1,-0.099315068,4.863013699
1.5,0.417808219,3.835616438
2,0.840182648,3.493150685
2.5,1.434931507,2.808219178
4,2.944063927,2.260273973
5,4.033105023,1.917808219
6,4.952054795,1.780821918
13,12.03995434,1.506849315
22,21.12442922,1.438356164
29,28.21461187,1.02739726
36,35.30593607,0.547945205
37,36.30593607,0.547945205
